CUSTOMER ID,CITY,STATE,SERVICE HISTORY,COMMON PROBLEM,SOLUTION USED,VEHICAL COMPANY,MANUFACTURE_YEAR
231, Ananthapuram, Andhra Pradesh, Engine Repair; Tire Alignment, Misaligned tires, Tire alignment, Toyota,2025
232, Ananthapuram, Andhra Pradesh, Battery Replacement; General Maintenance, Dead battery, Battery replacement, Hero MotoCorp,2007
233, Ananthapuram, Andhra Pradesh, Exhaust Leak; Diagnostics, Exhaust leak, Exhaust system repair, Bajaj Auto,2002
234, Ananthapuram, Andhra Pradesh, Oil Change; Brake Fluid Change, Brake fluid leak, Brake fluid replacement, Mahindra,2001
235, Ananthapuram, Andhra Pradesh, Tire Alignment; General Maintenance, Tire wear, Tire rotation and balancing, Renault,2016
236, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Audi,2013
237, Ananthapuram, Andhra Pradesh, Brake Repair; Tire Replacement, Body damage, Body repair, Volkswagen,2018
238, Ananthapuram, Andhra Pradesh, Fluid Leak; Oil Change, Fluid leak, Fluid replacement, TVS Motor Company,2017
239, Ananthapuram, Andhra Pradesh, General Maintenance; Engine Diagnostics, Check engine light, Diagnostic scan, Hero MotoCorp,2012
240, Ananthapuram, Andhra Pradesh, Brake Service; Oil Change, Brake wear, Brake replacement, Hyundai,2000
241, Ananthapuram, Andhra Pradesh, Tire Replacement; Engine Check, Tire wear, Tire rotation and balancing, Bajaj Auto,2007
242, Ananthapuram, Andhra Pradesh, Exhaust Repair; Brake Fluid Change, Exhaust noise, Exhaust system repair, Ford,2010
243, Ananthapuram, Andhra Pradesh, Oil Change; Brake Inspection, Brake noise, Brake pad replacement, Maruti Suzuki,2020
244, Ananthapuram, Andhra Pradesh, Engine Repair; Diagnostics, Engine misfire, Diagnostic scan, Nissan,2003
245, Ananthapuram, Andhra Pradesh, Tire Rotation; Brake Service, Tire wear, Tire rotation and balancing, Hyundai,2004
246, Ananthapuram, Andhra Pradesh, Fluid Check; Oil Change, Low oil, Oil replacement, Ford,2017
247, Ananthapuram, Andhra Pradesh, Brake Inspection; General Maintenance, Brake noise, Brake pad replacement, Mahindra,2018
248, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Tune-Up, Engine roughness, Spark plug replacement, Toyota,2021
249, Ananthapuram, Andhra Pradesh, Transmission Fluid Change; Brake Service, Slipping transmission, Transmission fluid change, Volkswagen,2022
250, Ananthapuram, Andhra Pradesh, General Maintenance; Tire Inspection, Tire wear, Tire rotation, Audi,2008
251, Ananthapuram, Andhra Pradesh, Battery Replacement; General Maintenance, Dead battery, Battery replacement, Hero MotoCorp,2000
252, Ananthapuram, Andhra Pradesh, Exhaust Leak; Diagnostics, Exhaust leak, Exhaust system repair, Bajaj Auto,2000
253, Ananthapuram, Andhra Pradesh, Oil Change; Brake Fluid Change, Brake fluid leak, Brake fluid replacement, Mahindra,2001
254, Ananthapuram, Andhra Pradesh, Tire Alignment; General Maintenance, Tire wear, Tire rotation and balancing, Renault,2020
255, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Audi,2015
256, Ananthapuram, Andhra Pradesh, Brake Repair; Tire Replacement, Body damage, Body repair, Volkswagen,2022
257, Ananthapuram, Andhra Pradesh, Fluid Leak; Oil Change, Fluid leak, Fluid replacement, TVS Motor Company,2024
258, Ananthapuram, Andhra Pradesh, General Maintenance; Engine Diagnostics, Check engine light, Diagnostic scan, Hero MotoCorp,2021
259, Ananthapuram, Andhra Pradesh, Brake Service; Oil Change, Brake wear, Brake replacement, Hyundai,2005
260, Ananthapuram, Andhra Pradesh, Tire Replacement; Engine Check, Tire wear, Tire rotation and balancing, Bajaj Auto,2024
261, Ananthapuram, Andhra Pradesh, Exhaust Repair; Brake Fluid Change, Exhaust noise, Exhaust system repair, Ford,2011
262, Ananthapuram, Andhra Pradesh, Oil Change; Brake Inspection, Brake noise, Brake pad replacement, Maruti Suzuki,2015
263, Ananthapuram, Andhra Pradesh, Engine Repair; Diagnostics, Engine misfire, Diagnostic scan, Nissan,2009
264, Ananthapuram, Andhra Pradesh, Tire Rotation; Brake Service, Tire wear, Tire rotation and balancing, Hyundai,2015
265, Ananthapuram, Andhra Pradesh, Fluid Check; Oil Change, Low oil, Oil replacement, Ford,2009
266, Ananthapuram, Andhra Pradesh, Brake Inspection; General Maintenance, Brake noise, Brake pad replacement, Mahindra,2004
267, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Tune-Up, Engine roughness, Spark plug replacement, Toyota,2002
268, Ananthapuram, Andhra Pradesh, Transmission Fluid Change; Brake Service, Slipping transmission, Transmission fluid change, Volkswagen,2007
269, Ananthapuram, Andhra Pradesh, General Maintenance; Tire Inspection, Tire wear, Tire rotation, Audi,2011
270, Ananthapuram, Andhra Pradesh, Oil Change; Tire Alignment, Misaligned tires, Tire alignment, Hyundai,2008
271, Ananthapuram, Andhra Pradesh, Brake Repair; Engine Check, Brake noise, Brake pad replacement, Ford,2002
272, Ananthapuram, Andhra Pradesh, Transmission Repair; Oil Change, Slipping transmission, Transmission fluid change, Tata Motors,2016
273, Ananthapuram, Andhra Pradesh, Exhaust Leak; Tire Inspection, Exhaust noise, Exhaust system repair, Hero MotoCorp,2021
274, Ananthapuram, Andhra Pradesh, Fluid Leak; Brake Inspection, Fluid leak, Fluid replacement, Audi,2012
275, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Oil Change, Engine misfire, Diagnostic scan, Volkswagen,2009
276, Ananthapuram, Andhra Pradesh, Suspension Repair; General Maintenance, Steering issues, Suspension adjustment, Tata Motors,2017
277, Ananthapuram, Andhra Pradesh, Tire Rotation; Brake Service, Tire wear, Tire rotation, Kia,2016
278, Ananthapuram, Andhra Pradesh, Brake Fluid Change; Oil Change, Brake fluid leak, Brake fluid replacement, Bajaj Auto,2009
279, Ananthapuram, Andhra Pradesh, Engine Check; Tire Replacement, Tire damage, Tire replacement, Hero MotoCorp,2005
280, Ananthapuram, Andhra Pradesh, Transmission Fluid Change; Diagnostics, Transmission slipping, Transmission fluid change, Hyundai,2002
281, Ananthapuram, Andhra Pradesh, Oil Change; Brake Repair, Brake noise, Brake pad replacement, Renault,2019
282, Ananthapuram, Andhra Pradesh, Fluid Check; General Maintenance, Fluid leak, Fluid replacement, Toyota,2016
283, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Ford,2014
284, Ananthapuram, Andhra Pradesh, Tire Alignment; Brake Fluid Change, Misaligned tires, Tire alignment, Kia,2021
285, Ananthapuram, Andhra Pradesh, Exhaust Repair; Oil Change, Exhaust noise, Exhaust system repair, Honda,2007
286, Ananthapuram, Andhra Pradesh, Brake Inspection; Tire Rotation, Brake noise, Brake pad replacement, Bajaj Auto,2005
287, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Oil Change, Check engine light, Diagnostic scan, Nissan,2017
288, Ananthapuram, Andhra Pradesh, Fluid Leak; Tire Replacement, Fluid leak, Fluid replacement, Tata Motors,2005
289, Ananthapuram, Andhra Pradesh, General Maintenance; Engine Repair, Engine roughness, Spark plug replacement, Hyundai,2007
290, Ananthapuram, Andhra Pradesh, Brake Repair; Oil Change, Brake noise, Brake pad replacement, Ford,2015
291, Ananthapuram, Andhra Pradesh, Tire Alignment; Brake Inspection, Misaligned wheels, Wheel alignment, Renault,2014
292, Ananthapuram, Andhra Pradesh, Suspension Repair; Tire Inspection, Steering issues, Suspension adjustment, Kia,2023
293, Ananthapuram, Andhra Pradesh, Exhaust Leak; General Maintenance, Exhaust noise, Exhaust system repair, Hyundai,2005
294, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Volkswagen,2017
295, Ananthapuram, Andhra Pradesh, Oil Change; Tire Alignment, Misaligned tires, Tire alignment, Hyundai,2001
296, Ananthapuram, Andhra Pradesh, Brake Repair; Engine Check, Brake noise, Brake pad replacement, Ford,2009
297, Ananthapuram, Andhra Pradesh, Transmission Repair; Oil Change, Slipping transmission, Transmission fluid change, Tata Motors,2011
298, Ananthapuram, Andhra Pradesh, Exhaust Leak; Tire Inspection, Exhaust noise, Exhaust system repair, Hero MotoCorp,2013
299, Ananthapuram, Andhra Pradesh, Fluid Leak; Brake Inspection, Fluid leak, Fluid replacement, Audi,2012
300, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Oil Change, Engine misfire, Diagnostic scan, Volkswagen,2002
301, Ananthapuram, Andhra Pradesh, Suspension Repair; General Maintenance, Steering issues, Suspension adjustment, Tata Motors,2012
302, Ananthapuram, Andhra Pradesh, Tire Rotation; Brake Service, Tire wear, Tire rotation, Kia,2013
303, Ananthapuram, Andhra Pradesh, Brake Fluid Change; Oil Change, Brake fluid leak, Brake fluid replacement, Bajaj Auto,2025
304, Ananthapuram, Andhra Pradesh, Engine Check; Tire Replacement, Tire damage, Tire replacement, Hero MotoCorp,2005
305, Ananthapuram, Andhra Pradesh, Transmission Fluid Change; Diagnostics, Transmission slipping, Transmission fluid change, Hyundai,2024
306, Ananthapuram, Andhra Pradesh, Oil Change; Brake Repair, Brake noise, Brake pad replacement, Renault,2005
307, Ananthapuram, Andhra Pradesh, Fluid Check; General Maintenance, Fluid leak, Fluid replacement, Toyota,2004
308, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Ford,2019
309, Ananthapuram, Andhra Pradesh, Tire Alignment; Brake Fluid Change, Misaligned tires, Tire alignment, Kia,2002
310, Ananthapuram, Andhra Pradesh, Exhaust Repair; Oil Change, Exhaust noise, Exhaust system repair, Honda,2009
311, Ananthapuram, Andhra Pradesh, Brake Inspection; Tire Rotation, Brake noise, Brake pad replacement, Bajaj Auto,2005
312, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Oil Change, Check engine light, Diagnostic scan, Nissan,2013
313, Ananthapuram, Andhra Pradesh, Fluid Leak; Tire Replacement, Fluid leak, Fluid replacement, Tata Motors,2002
314, Ananthapuram, Andhra Pradesh, General Maintenance; Engine Repair, Engine roughness, Spark plug replacement, Hyundai,2018
315, Ananthapuram, Andhra Pradesh, Brake Repair; Oil Change, Brake noise, Brake pad replacement, Ford,2010
316, Ananthapuram, Andhra Pradesh, Tire Alignment; Brake Inspection, Misaligned wheels, Wheel alignment, Renault,2001
317, Ananthapuram, Andhra Pradesh, Suspension Repair; Tire Inspection, Steering issues, Suspension adjustment, Kia,2022
318, Ananthapuram, Andhra Pradesh, Exhaust Leak; General Maintenance, Exhaust noise, Exhaust system repair, Hyundai,2019
319, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Volkswagen,2018
320, Ananthapuram, Andhra Pradesh, Oil Change; Tire Alignment, Misaligned tires, Tire alignment, Hyundai,2025
321, Ananthapuram, Andhra Pradesh, Brake Repair; Engine Check, Brake noise, Brake pad replacement, Ford,2003
322, Ananthapuram, Andhra Pradesh, Transmission Repair; Oil Change, Slipping transmission, Transmission fluid change, Tata Motors,2014
323, Ananthapuram, Andhra Pradesh, Exhaust Leak; Tire Inspection, Exhaust noise, Exhaust system repair, Hero MotoCorp,2007
324, Ananthapuram, Andhra Pradesh, Fluid Leak; Brake Inspection, Fluid leak, Fluid replacement, Audi,2006
325, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Oil Change, Engine misfire, Diagnostic scan, Volkswagen,2017
326, Ananthapuram, Andhra Pradesh, Suspension Repair; General Maintenance, Steering issues, Suspension adjustment, Tata Motors,2009
327, Ananthapuram, Andhra Pradesh, Tire Rotation; Brake Service, Tire wear, Tire rotation, Kia,2007
328, Ananthapuram, Andhra Pradesh, Brake Fluid Change; Oil Change, Brake fluid leak, Brake fluid replacement, Bajaj Auto,2008
329, Ananthapuram, Andhra Pradesh, Engine Check; Tire Replacement, Tire damage, Tire replacement, Hero MotoCorp,2018
330, Ananthapuram, Andhra Pradesh, Transmission Fluid Change; Diagnostics, Transmission slipping, Transmission fluid change, Hyundai,2022
331, Ananthapuram, Andhra Pradesh, Oil Change; Brake Repair, Brake noise, Brake pad replacement, Renault,2000
332, Ananthapuram, Andhra Pradesh, Fluid Check; General Maintenance, Fluid leak, Fluid replacement, Toyota,2001
333, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Ford,2001
334, Ananthapuram, Andhra Pradesh, Tire Alignment; Brake Fluid Change, Misaligned tires, Tire alignment, Kia,2018
335, Ananthapuram, Andhra Pradesh, Exhaust Repair; Oil Change, Exhaust noise, Exhaust system repair, Honda,2010
336, Ananthapuram, Andhra Pradesh, Brake Inspection; Tire Rotation, Brake noise, Brake pad replacement, Bajaj Auto,2020
337, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Oil Change, Check engine light, Diagnostic scan, Nissan,2004
338, Ananthapuram, Andhra Pradesh, Fluid Leak; Tire Replacement, Fluid leak, Fluid replacement, Tata Motors,2007
339, Ananthapuram, Andhra Pradesh, General Maintenance; Engine Repair, Engine roughness, Spark plug replacement, Hyundai,2009
340, Ananthapuram, Andhra Pradesh, Brake Repair; Oil Change, Brake noise, Brake pad replacement, Ford,2018
341, Ananthapuram, Andhra Pradesh, Tire Alignment; Brake Inspection, Misaligned wheels, Wheel alignment, Renault,2007
342, Ananthapuram, Andhra Pradesh, Suspension Repair; Tire Inspection, Steering issues, Suspension adjustment, Kia,2000
343, Ananthapuram, Andhra Pradesh, Exhaust Leak; General Maintenance, Exhaust noise, Exhaust system repair, Hyundai,2015
344, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Volkswagen,2004
345, Ananthapuram, Andhra Pradesh, Oil Change; Tire Alignment, Misaligned tires, Tire alignment, Hyundai,2024
346, Ananthapuram, Andhra Pradesh, Brake Repair; Engine Check, Brake noise, Brake pad replacement, Ford,2005
347, Ananthapuram, Andhra Pradesh, Transmission Repair; Oil Change, Slipping transmission, Transmission fluid change, Tata Motors,2011
348, Ananthapuram, Andhra Pradesh, Exhaust Leak; Tire Inspection, Exhaust noise, Exhaust system repair, Hero MotoCorp,2019
349, Ananthapuram, Andhra Pradesh, Fluid Leak; Brake Inspection, Fluid leak, Fluid replacement, Audi,2010
350, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Oil Change, Engine misfire, Diagnostic scan, Volkswagen,2008
351, Ananthapuram, Andhra Pradesh, Suspension Repair; General Maintenance, Steering issues, Suspension adjustment, Tata Motors,2025
352, Ananthapuram, Andhra Pradesh, Tire Rotation; Brake Service, Tire wear, Tire rotation, Kia,2010
353, Ananthapuram, Andhra Pradesh, Brake Fluid Change; Oil Change, Brake fluid leak, Brake fluid replacement, Bajaj Auto,2025
354, Ananthapuram, Andhra Pradesh, Engine Check; Tire Replacement, Tire damage, Tire replacement, Hero MotoCorp,2012
355, Ananthapuram, Andhra Pradesh, Transmission Fluid Change; Diagnostics, Transmission slipping, Transmission fluid change, Hyundai,2006
356, Ananthapuram, Andhra Pradesh, Oil Change; Brake Repair, Brake noise, Brake pad replacement, Renault,2005
357, Ananthapuram, Andhra Pradesh, Fluid Check; General Maintenance, Fluid leak, Fluid replacement, Toyota,2009
358, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Ford,2017
359, Ananthapuram, Andhra Pradesh, Tire Alignment; Brake Fluid Change, Misaligned tires, Tire alignment, Kia,2022
360, Ananthapuram, Andhra Pradesh, Exhaust Repair; Oil Change, Exhaust noise, Exhaust system repair, Honda,2001
361, Ananthapuram, Andhra Pradesh, Brake Inspection; Tire Rotation, Brake noise, Brake pad replacement, Bajaj Auto,2004
362, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Oil Change, Check engine light, Diagnostic scan, Nissan,2008
363, Ananthapuram, Andhra Pradesh, Fluid Leak; Tire Replacement, Fluid leak, Fluid replacement, Tata Motors,2024
364, Ananthapuram, Andhra Pradesh, General Maintenance; Engine Repair, Engine roughness, Spark plug replacement, Hyundai,2019
365, Ananthapuram, Andhra Pradesh, Brake Repair; Oil Change, Brake noise, Brake pad replacement, Ford,2014
366, Ananthapuram, Andhra Pradesh, Tire Alignment; Brake Inspection, Misaligned wheels, Wheel alignment, Renault,2012
367, Ananthapuram, Andhra Pradesh, Suspension Repair; Tire Inspection, Steering issues, Suspension adjustment, Kia,2012
368, Ananthapuram, Andhra Pradesh, Exhaust Leak; General Maintenance, Exhaust noise, Exhaust system repair, Hyundai,2020
369, Ananthapuram, Andhra Pradesh, Engine Overheating; Tune-Up, Engine overheating, Cooling system flush, Volkswagen,2019
370, Ananthapuram, Andhra Pradesh, Oil Change; Tire Alignment, Misaligned tires, Tire alignment, Hyundai,2003
371, Ananthapuram, Andhra Pradesh, Brake Repair; Engine Check, Brake noise, Brake pad replacement, Ford,2000
372, Ananthapuram, Andhra Pradesh, Transmission Repair; Oil Change, Slipping transmission, Transmission fluid change, Tata Motors,2016
373, Ananthapuram, Andhra Pradesh, Exhaust Leak; Tire Inspection, Exhaust noise, Exhaust system repair, Hero MotoCorp,2010
374, Ananthapuram, Andhra Pradesh, Fluid Leak; Brake Inspection, Fluid leak, Fluid replacement, Audi,2022
375, Ananthapuram, Andhra Pradesh, Engine Diagnostics; Oil Change, Engine misfire, Diagnostic scan, Volkswagen,2017
376, Ananthapuram, Andhra Pradesh, Suspension Repair; General Maintenance, Steering issues, Suspension adjustment, Tata Motors,2004
377, Ananthapuram, Andhra Pradesh, Tire Rotation; Brake Service, Tire wear, Tire rotation, Kia,2000
378, Ananthapuram, Andhra Pradesh, Brake Fluid Change; Oil Change, Brake fluid leak, Brake fluid replacement, Bajaj Auto,2005
379, Ananthapuram, Andhra Pradesh, Engine Check; Tire Replacement, Tire damage, Tire replacement, Hero MotoCorp,2002
376, Ananthapuram, Andhra Pradesh, Suspension Repair; General Maintenance, Steering issues, Suspension adjustment, Tata Motors,2013
377, Ananthapuram, Andhra Pradesh, Tire Rotation; Brake Service, Tire wear, Tire rotation, Kia,2014
378, Ananthapuram, Andhra Pradesh, Brake Fluid Change; Oil Change, Brake fluid leak, Brake fluid replacement, Bajaj Auto,2017
379, Ananthapuram, Andhra Pradesh, Engine Check; Tire Replacement, Tire damage, Tire replacement, Hero MotoCorp,2004
376, Ananthapuram, Andhra Pradesh, Suspension Repair; General Maintenance, Steering issues, Suspension adjustment, Tata Motors,2000
377, Ananthapuram, Andhra Pradesh, Tire Rotation; Brake Service, Tire wear, Tire rotation, Kia,2022
378, Ananthapuram, Andhra Pradesh, Brake Fluid Change; Oil Change, Brake fluid leak, Brake fluid replacement, Bajaj Auto,2000
379, Ananthapuram, Andhra Pradesh, Engine Check; Tire Replacement, Tire damage, Tire replacement, Hero MotoCorp,2021
380, Ananthapuram, Andhra Pradesh, Battery Check; Oil Change, Battery drainage, Battery replacement, Honda ,2013
381, Ananthapuram, Andhra Pradesh, AC Service; Engine Tune-Up, AC not cooling, AC repair, Maruti Suzuki ,2013
382, Ananthapuram, Andhra Pradesh, Wheel Alignment; Brake Inspection, Misalignment, Wheel alignment, Ford ,2023
383, Ananthapuram, Andhra Pradesh, Fuel Filter Change; Oil Change, Fuel blockage, Fuel filter replacement, Tata Motors ,2012
384, Ananthapuram, Andhra Pradesh, Timing Belt Replacement; Engine Check, Timing issues, Timing belt replacement, Hyundai ,2010
385, Ananthapuram, Andhra Pradesh, Transmission Fluid Change; Brake Service, Gear slipping, Transmission fluid replacement, Nissan ,2009
386, Ananthapuram, Andhra Pradesh, Radiator Flush; Cooling System Check, Overheating, Radiator repair, Chevrolet ,2007
387, Ananthapuram, Andhra Pradesh, Light Replacement; General Maintenance, Flickering lights, Headlight replacement, Suzuki ,2025
388, Ananthapuram, Andhra Pradesh, Exhaust System Repair; Emission Test, Loud exhaust, Exhaust repair, Volkswagen ,2017
389, Ananthapuram, Andhra Pradesh, Oil Filter Change; Tire Rotation, Oil leak, Oil filter replacement, Renault ,2021
390, Ananthapuram, Andhra Pradesh, Spark Plug Replacement; Engine Diagnostics, Poor acceleration, Spark plug replacement, Toyota ,2023
391, Ananthapuram, Andhra Pradesh, Clutch Replacement; Brake Inspection, Sticking clutch, Clutch repair, Mahindra ,2023
392, Ananthapuram, Andhra Pradesh, Fuel Injection Service; Oil Change, Rough idling, Fuel injector cleaning, Bajaj Auto ,2025
393, Ananthapuram, Andhra Pradesh, Windshield Wiper Replacement; General Maintenance, Streaky wipers, Wiper replacement, Ford ,2007
394, Ananthapuram, Andhra Pradesh, Power Steering Fluid Change; Tire Rotation, Hard steering, Power steering service, Honda ,2012
395, Ananthapuram, Andhra Pradesh, Differential Service; Brake Fluid Change, Noise while turning, Differential repair, Kia ,2006
396, Ananthapuram, Andhra Pradesh, Antifreeze Change; Engine Check, Cooling issues, Antifreeze replacement, Hyundai ,2022
397, Ananthapuram, Andhra Pradesh, Serpentine Belt Replacement; General Maintenance, Squeaking noise, Belt replacement, Nissan ,2017
398, Ananthapuram, Andhra Pradesh, Engine Filter Change; Tire Replacement, Decreased power, Engine filter replacement, Tata Motors ,2019
399, Ananthapuram, Andhra Pradesh, Safety Inspection; Brake Service, Warning lights, Inspection service, Chevrolet ,2007
400, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Suzuki,2016
401, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Honda City,2002
402, Ananthapuram, Andhra Pradesh, Headlight Restoration; Brake Check, Dim headlights, Headlight restoration, Maruti Swift,2019
403, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Rotation, Yellowed headlights, Headlight restoration, Toyota Corolla,2001
404, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Scratched headlights, Headlight restoration, Ford EcoSport,2023
405, Ananthapuram, Andhra Pradesh, Headlight Restoration; Battery Replacement, Cloudy headlights, Headlight restoration, Hyundai Verna,2010
406, Ananthapuram, Andhra Pradesh, Headlight Restoration; Engine Tune-Up, Faded headlights, Headlight restoration, Chevrolet Beat,2019
407, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Tata Nexon,2008
408, Ananthapuram, Andhra Pradesh, Headlight Restoration; Suspension Check, Dull headlights, Headlight restoration, Nissan Micra,2001
409, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Alignment, Cloudy headlights, Headlight restoration, Renault Duster,2015
410, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Mahindra XUV300,2011
411, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Kia Seltos,2001
412, Ananthapuram, Andhra Pradesh, Headlight Restoration; Brake Check, Dim headlights, Headlight restoration, Tata Tiago,2014
413, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Rotation, Yellowed headlights, Headlight restoration, Skoda Rapid,2019
414, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Scratched headlights, Headlight restoration, Volkswagen Polo,2006
415, Ananthapuram, Andhra Pradesh, Headlight Restoration; Battery Replacement, Cloudy headlights, Headlight restoration, Nissan Sunny,2021
416, Ananthapuram, Andhra Pradesh, Headlight Restoration; Engine Tune-Up, Faded headlights, Headlight restoration, Honda Jazz,2018
417, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Ford Figo,2015
418, Ananthapuram, Andhra Pradesh, Headlight Restoration; Suspension Check, Dull headlights, Headlight restoration, Maruti Baleno,2003
419, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Alignment, Cloudy headlights, Headlight restoration, Hyundai Creta,2000
420, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Mahindra Thar,2010
421, Ananthapuram, Andhra Pradesh, Headlight Restoration; Brake Check, Dim headlights, Headlight restoration, Hyundai Elite i20,2019
422, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Rotation, Yellowed headlights, Headlight restoration, Tata Harrier,2023
423, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Scratched headlights, Headlight restoration, Kia Carnival,2017
424, Ananthapuram, Andhra Pradesh, Headlight Restoration; Battery Replacement, Cloudy headlights, Headlight restoration, Toyota Innova,2011
425, Ananthapuram, Andhra Pradesh, Headlight Restoration; Engine Tune-Up, Faded headlights, Headlight restoration, Skoda Kushaq,2023
426, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Maruti Suzuki Vitara Brezza,2024
427, Ananthapuram, Andhra Pradesh, Headlight Restoration; Suspension Check, Dull headlights, Headlight restoration, Nissan Magnite,2022
428, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Alignment, Cloudy headlights, Headlight restoration, Honda Accord,2022
429, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, MG Hector,2017
430, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Mahindra Scorpio,2008
431, Ananthapuram, Andhra Pradesh, Headlight Restoration; Brake Check, Dim headlights, Headlight restoration, Tata Safari,2006
432, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Rotation, Yellowed headlights, Headlight restoration, Hyundai i20,2003
433, Ananthapuram, Andhra Pradesh, Headlight Restoration; Engine Tune-Up, Faded headlights, Headlight restoration, Honda WR-V,2003
434, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Maruti Celerio,2023
435, Ananthapuram, Andhra Pradesh, Headlight Restoration; Battery Replacement, Cloudy headlights, Headlight restoration, Renault Captur,2019
436, Ananthapuram, Andhra Pradesh, Headlight Restoration; Suspension Check, Dull headlights, Headlight restoration, Tata Nexon,2013
437, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Ford EcoSport,2011
438, Ananthapuram, Andhra Pradesh, Headlight Restoration; Brake Check, Dim headlights, Headlight restoration, Mahindra KUV100,2021
439, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Rotation, Yellowed headlights, Headlight restoration, Nissan Kicks,2002
440, Ananthapuram, Andhra Pradesh, Headlight Restoration; Engine Tune-Up, Faded headlights, Headlight restoration, Skoda Octavia,2010
441, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, MG Hector Plus,2004
442, Ananthapuram, Andhra Pradesh, Headlight Restoration; Battery Replacement, Cloudy headlights, Headlight restoration, Hyundai Venue,2015
443, Ananthapuram, Andhra Pradesh, Headlight Restoration; Suspension Check, Dull headlights, Headlight restoration,Hyundai,2004
444, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Alignment, Cloudy headlights, Headlight restoration, Mahindra Thar,2017
445, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Ford EcoSport,2006
446, Ananthapuram, Andhra Pradesh, Headlight Restoration; Battery Replacement, Cloudy headlights, Headlight restoration, Renault Duster,2009
447, Ananthapuram, Andhra Pradesh, Headlight Restoration; Engine Tune-Up, Faded headlights, Headlight restoration, Tata Harrier,2018
448, Ananthapuram, Andhra Pradesh, Headlight Restoration; Oil Change, Cloudy headlights, Headlight restoration, Maruti Alto,2017
449, Ananthapuram, Andhra Pradesh, Headlight Restoration; Brake Check, Dim headlights, Headlight restoration, Hyundai Creta,2004
450, Ananthapuram, Andhra Pradesh, Headlight Restoration; Tire Rotation, Yellowed headlights, Headlight restoration, Honda WR-V,2015
